;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
4632;femenino;industria;fabrica_de_;san_javier_no_1;2;13;2017-12-06;4000000.0;microempresarial
4633;femenino;comercio;almacen_de_ropa_en_;aranjuez;3;4;2017-03-09;7377000.0;microempresarial
4634;masculino;servicio;comidas_rapidas;santo_domingo_savio_;1;1;2016-05-03;1000000.0;microempresarial
4635;femenino;servicio;taller_de_mecanica;manrique_central_no__2;1;3;2018-05-31;7812000.0;microempresarial
4636;masculino;industria;variedades;manrique_central_no__2;2;3;2017-04-21;6000000.0;microempresarial
4637;masculino;comercio;variedades;la_candelaria;3;10;2018-05-29;2300000.0;microempresarial
4638;femenino;comercio;variedades;aranjuez;2;4;2018-11-27;3000000.0;microempresarial
4639;femenino;comercio;cerrajeria;san_javier_no_1;2;13;2016-05-31;6890000.0;microempresarial
4640;masculino;comercio;tienda;belen;2;16;2019-04-05;8300000.0;microempresarial
4641;femenino;comercio;comidas_rapidas;buenos_aires;2;9;2018-07-03;7000000.0;microempresarial
4642;femenino;comercio;almacen_de_ropa_en_;barrio_caicedo;3;9;2018-07-25;7000000.0;microempresarial
4643;femenino;comercio;comidas_rapidas;boston;3;10;2018-01-26;3000000.0;microempresarial
4644;masculino;comercio;comidas_rapidas;castilla;3;5;2017-03-15;7377000.0;microempresarial
4645;femenino;comercio;comidas_rapidas;popular;2;1;2017-06-30;5000000.0;microempresarial
4646;femenino;comercio;miscelanea;el_salvador;2;9;2017-09-26;4400000.0;microempresarial
4647;femenino;comercio;papeleria;buenos_aires;3;9;2018-07-25;4500000.0;microempresarial
4648;femenino;comercio;almacen_de_ropa_en_;barrio_caicedo;2;9;2017-06-06;7300000.0;microempresarial
4649;femenino;servicio;peluqueria;granizal;2;1;2017-03-28;7377000.0;microempresarial
4650;masculino;servicio;mantenimiento_en_;barrio_caicedo;1;9;2018-11-02;7800000.0;microempresarial
4651;femenino;industria;fabrica_de_;barrio_caicedo;2;9;2018-10-25;5000000.0;microempresarial
4652;femenino;industria;fabrica_de_;playon_de_los_;2;2;2018-11-26;6000000.0;microempresarial
4653;femenino;comercio;comidas_rapidas;el_socorro;1;13;2018-11-15;5000000.0;credioportuno
4654;masculino;comercio;ebanistaria;pedregal;3;6;2017-06-02;6000000.0;microempresarial
4655;masculino;agropecuaria;variedades;la_floresta;2;12;2016-09-06;68900000.0;microempresarial
4656;masculino;industria;fabrica_de_;popular;1;1;2018-11-21;7800000.0;microempresarial
4657;femenino;comercio;drogueria;buenos_aires;3;9;2016-04-21;6000000.0;microempresarial
4658;femenino;comercio;variedades;francisco_antonio_zea;3;5;2018-04-10;7000000.0;microempresarial
4659;femenino;industria;fabrica_de_;buenos_aires;2;9;2018-03-13;2500000.0;microempresarial
4660;masculino;servicio;fabrica_de_juegos_;cabecera_san_cristobal;2;60;2017-03-09;7377000.0;microempresarial
4661;masculino;comercio;comidas_rapidas;calasanz;1;12;2016-02-04;6800000.0;microempresarial
4664;masculino;servicio;reciclaje;florencia;3;5;2017-05-11;15000000.0;juridica_y_cap_semilla
4665;femenino;industria;fabrica_de_;santo_domingo_savio_;1;1;2018-07-10;4200000.0;microempresarial
4666;masculino;industria;fabrica_de_calzado;manrique_central_no__1;2;4;2016-08-23;6800000.0;microempresarial
4667;femenino;servicio;restaurante;robledo;3;7;2016-08-11;20000000.0;juridica_y_cap_semilla
4668;femenino;industria;fabrica_de_;20_de_julio;1;13;2016-12-02;6890000.0;microempresarial
4669;masculino;comercio;tienda;aranjuez;3;4;2019-04-24;17000000.0;microempresarial
4670;femenino;comercio;comidas_rapidas;las_palmas;3;10;2018-04-23;800000.0;microempresarial
4671;femenino;comercio;tienda;barrio_caicedo;1;9;2017-11-09;2000000.0;microempresarial
4672;masculino;comercio;variedades;enciso;2;8;2018-07-05;800000.0;microempresarial
4673;femenino;industria;fabrica_de_;robledo;2;7;2018-04-23;3500000.0;microempresarial
4674;femenino;comercio;fabrica_de_;cabecera_san_cristobal;3;60;2017-07-17;7000000.0;microempresarial
4675;masculino;comercio;comidas_rapidas;doce_de_octubre_no_1;2;6;2017-03-09;7375000.0;microempresarial
4676;masculino;servicio;mantenimiento_en_;prado;3;10;2017-02-06;30000000.0;empresarial_ed__
4677;masculino;servicio;peluqueria;aranjuez;3;4;2017-03-03;6000000.0;microempresarial
4678;masculino;industria;fabrica_de_;andalucia;2;2;2017-08-30;4000000.0;microempresarial
4679;femenino;industria;fabrica_de_;toscana;2;5;2016-06-03;6800000.0;microempresarial
4680;masculino;comercio;licorera;el_salvador;3;9;2016-11-22;6890000.0;microempresarial
4681;masculino;servicio;legumbreria;pedregal;3;6;2017-10-23;7300000.0;microempresarial
4682;masculino;comercio;tienda;campo_valdes_no__1;3;4;2018-09-24;7800000.0;microempresarial
4683;femenino;industria;fabrica_de_;robledo;3;7;2018-04-25;7800000.0;microempresarial
4684;masculino;servicio;comidas_rapidas;guayabal;2;15;2017-11-17;4000000.0;microempresarial
4685;femenino;comercio;tienda;pedregal;2;6;2018-10-03;2500000.0;microempresarial
4686;femenino;industria;fabrica_de_;la_milagrosa;2;9;2017-03-08;5000000.0;microempresarial
4687;femenino;comercio;cafeteria;belen;2;16;2017-12-07;7000000.0;microempresarial
4688;masculino;comercio;almacen_de_ropa_en_;belen;3;16;2016-11-28;4000000.0;microempresarial
4689;femenino;comercio;carniceria;castilla;3;5;2016-12-16;6894000.0;microempresarial
4690;masculino;servicio;variedades;robledo;2;3;2018-04-20;7800000.0;microempresarial
4691;masculino;comercio;variedades;aranjuez;1;4;2018-09-14;3000000.0;microempresarial
4692;femenino;comercio;tienda;olaya_herrera;2;7;2017-11-01;5000000.0;microempresarial
4693;masculino;servicio;lavanderia;robledo;2;7;2018-04-17;7800000.0;microempresarial
4694;femenino;comercio;restaurante;robledo;2;7;2017-05-08;7000000.0;microempresarial
4695;femenino;comercio;variedades;san_javier_no_1;1;13;2019-04-22;3000000.0;microempresarial
4696;masculino;comercio;panaderia;campo_amor;2;15;2018-06-18;7800000.0;microempresarial
4697;femenino;agropecuaria;floristeria;cabecera_san_cristobal;2;60;2016-11-03;4000000.0;agropecuaria
4698;femenino;servicio;peluqueria;belen;2;16;2017-12-13;7300000.0;microempresarial
4699;femenino;servicio;recreativo_educativo;el_diamante;2;7;2019-03-27;6000000.0;microempresarial
4700;masculino;comercio;variedades;robledo;1;7;2016-05-10;4100000.0;microempresarial
4701;masculino;servicio;peluqueria;manrique_central_no__1;3;4;2016-10-28;6890000.0;microempresarial
4702;femenino;comercio;tienda;la_esperanza_no__2;1;1;2019-02-22;5000000.0;microempresarial
4703;femenino;comercio;comidas_rapidas;enciso;2;8;2018-11-06;1800000.0;microempresarial
4704;femenino;comercio;almacen_de_ropa_en_;la_milagrosa;2;9;2017-09-13;5000000.0;microempresarial
4705;masculino;comercio;variedades;florencia;3;5;2016-12-20;4000000.0;microempresarial
4706;masculino;industria;mantenimiento_en_;manrique_central_no__1;3;4;2018-05-22;5000000.0;microempresarial
4708;femenino;comercio;variedades;castilla;3;5;2018-01-15;7800000.0;microempresarial
4709;femenino;servicio;variedades;olaya_herrera;1;7;2018-09-04;5000000.0;microempresarial
4710;femenino;industria;fabrica_de_;san_pablo;2;1;2018-04-04;4000000.0;microempresarial
4711;masculino;servicio;lavadero_de_;robledo;2;7;2016-11-29;6000000.0;microempresarial
4712;femenino;comercio;variedades;el_salvador;3;9;2019-06-05;7500000.0;microempresarial
4713;masculino;comercio;licorera;moravia;2;4;2019-02-04;7800000.0;microempresarial
4714;femenino;comercio;almacen_de_ropa_en_;loreto;3;9;2018-07-30;5000000.0;microempresarial
4715;femenino;comercio;variedades;cabecera_san_cristobal;2;60;2017-11-07;3500000.0;microempresarial
4716;femenino;comercio;papeleria;aranjuez;1;4;2018-08-23;7000000.0;microempresarial
4717;femenino;industria;fabrica_de_;manrique_central_no__2;3;3;2016-10-26;5300000.0;microempresarial
4718;femenino;comercio;variedades;robledo;2;7;2016-04-28;6890000.0;microempresarial
4719;masculino;industria;sembrados;santa_elena_central;2;90;2018-05-31;7800000.0;microempresarial
4720;masculino;comercio;comidas_rapidas;la_loma;2;60;2018-03-21;4000000.0;microempresarial
4721;masculino;comercio;panaderia;la_milagrosa;2;9;2018-11-06;7000000.0;microempresarial
4722;femenino;comercio;tienda;la_francia;2;2;2016-08-08;3500000.0;microempresarial
4723;masculino;comercio;restaurante;manrique_central_no__1;2;4;2017-05-03;7300000.0;microempresarial
4724;masculino;servicio;barberia;villa_del_socorro;2;8;2016-09-12;2000000.0;microempresarial
4725;femenino;industria;fabrica_de_;pedregal;3;6;2018-03-02;7000000.0;microempresarial
4726;femenino;comercio;variedades;carpinelo;1;1;2017-05-16;5000000.0;microempresarial
4727;masculino;industria;fabrica_de_;popular;2;1;2018-04-20;7800000.0;microempresarial
4728;femenino;comercio;almacen_de_ropa_en_;manrique_central_no__1;2;4;2018-10-25;2000000.0;microempresarial
4729;femenino;comercio;cafe_e_internet;buenos_aires;2;9;2017-09-13;7370000.0;microempresarial
4730;femenino;agropecuaria;venta_de_pollos;cabecera_san_cristobal;2;60;2017-06-29;7000000.0;agropecuaria
4731;masculino;comercio;almacen_de_ropa_en_;santo_domingo_savio_;2;1;2016-10-18;6500000.0;microempresarial
4732;masculino;agropecuaria;sembrados;santa_elena_central;2;90;2016-08-02;6000000.0;agropecuaria
4733;femenino;industria;fabrica_de_;manrique_oriental;2;3;2018-12-21;7800000.0;microempresarial
4734;femenino;comercio;taller_de_mecanica;loreto;3;9;2017-03-08;5000000.0;microempresarial
4735;femenino;industria;fabrica_de_;belen;3;16;2017-02-14;7370000.0;microempresarial
4736;masculino;comercio;variedades;buenos_aires;3;9;2017-12-07;2000000.0;microempresarial
4737;femenino;servicio;variedades;robledo;3;7;2017-06-08;7377000.0;microempresarial
4738;femenino;servicio;criadero_de_animales_;aranjuez;1;4;2017-07-26;7000000.0;microempresarial
4739;femenino;industria;fabrica_de_;20_de_julio;2;13;2017-06-13;7370000.0;microempresarial
4740;femenino;servicio;peluqueria;villa_niza;1;2;2017-09-20;6000000.0;microempresarial
4741;femenino;industria;fabrica_de_;boston;3;10;2017-09-18;5000000.0;microempresarial
4742;masculino;servicio;variedades;robledo;2;7;2018-02-07;7000000.0;microempresarial
4743;femenino;servicio;productos_de_belleza;florencia;3;5;2019-01-29;8200000.0;microempresarial
4744;femenino;comercio;licorera;picachito;2;6;2017-07-07;7377000.0;microempresarial
4745;masculino;servicio;barberia;robledo;1;7;2018-05-25;5000000.0;microempresarial
4746;femenino;comercio;licorera;castilla;3;5;2019-05-22;18218000.0;microempresarial
4747;masculino;industria;fabrica_de_;castilla;3;5;2016-06-03;4000000.0;microempresarial
4748;femenino;comercio;variedades;prado;3;10;2018-05-16;7800000.0;microempresarial
4749;masculino;servicio;peluqueria;enciso;2;8;2017-11-17;7370000.0;microempresarial
4751;femenino;servicio;peluqueria;belen;2;16;2019-03-19;4000000.0;microempresarial
4752;masculino;comercio;fabrica_de_ceramica;popular;1;1;2017-02-21;7377000.0;microempresarial
4753;femenino;comercio;productos_de_belleza;belen;3;16;2019-03-19;5500000.0;microempresarial
4754;femenino;servicio;peluqueria;calasanz;3;12;2018-04-25;7000000.0;microempresarial
4755;femenino;industria;fabrica_de_;picacho;1;6;2018-05-18;1500000.0;microempresarial
4756;masculino;servicio;mantenimiento_en_;villa_hermosa;3;8;2017-11-17;7370000.0;microempresarial
4757;masculino;industria;almacen_de_ropa_en_;barrio_caicedo;2;9;2019-04-08;8000000.0;microempresarial
4758;masculino;agropecuaria;sembrados;cabecera_san_cristobal;2;60;2017-03-03;14700000.0;microempresarial
4759;masculino;industria;fabrica_de_productos_;el_chagualo;3;10;2016-04-18;28000000.0;empresarial_ed__
4760;masculino;servicio;panaderia;calasanz;3;12;2016-11-09;6000000.0;microempresarial
4761;masculino;servicio;cafe_e_internet;robledo;2;7;2018-04-12;7000000.0;microempresarial
4762;femenino;servicio;peluqueria;robledo;2;7;2017-03-21;7300000.0;microempresarial
4763;femenino;comercio;productos_de_belleza;robledo;2;7;2018-05-25;7000000.0;microempresarial
4764;femenino;comercio;papeleria;caribe;3;5;2017-06-07;7000000.0;microempresarial
4765;masculino;servicio;barberia;manrique_oriental;2;3;2019-01-18;6000000.0;microempresarial
4766;masculino;comercio;comidas_rapidas;barrio_caicedo;1;9;2016-11-10;3000000.0;microempresarial
4767;femenino;comercio;variedades;blanquizal;1;13;2019-01-04;3500000.0;microempresarial
4768;femenino;industria;fabrica_de_;la_milagrosa;3;9;2017-05-16;4000000.0;microempresarial
4769;masculino;industria;fabrica_de_;robledo;3;7;2016-06-03;6890000.0;microempresarial
4771;femenino;industria;fabrica_de_;buenos_aires;3;9;2018-03-01;3000000.0;microempresarial
4772;femenino;industria;fabrica_de_;santa_cruz;2;2;2017-03-06;7000000.0;microempresarial
4773;femenino;servicio;mensajeria;campo_valdes_no__1;3;4;2017-04-28;7300000.0;microempresarial
4774;femenino;comercio;almacen_de_ropa_en_;pedregal;3;6;2017-06-23;4000000.0;microempresarial
4775;femenino;industria;fabrica_de_;cabecera_san_cristobal;3;60;2018-04-13;7800000.0;microempresarial
4776;femenino;industria;fabrica_de_;santander;2;6;2017-03-14;7300000.0;microempresarial
4777;femenino;servicio;peluqueria;villa_niza;2;2;2018-11-20;4000000.0;microempresarial
4778;femenino;comercio;distribuidora_de_;robledo;2;7;2017-10-12;7300000.0;microempresarial
4779;femenino;comercio;variedades;popular;2;1;2018-07-10;4000000.0;microempresarial
4780;masculino;servicio;organización_y_;santo_domingo_savio_;1;1;2018-02-16;7000000.0;microempresarial
4781;femenino;servicio;peluqueria;pedregal;3;6;2016-07-19;3000000.0;microempresarial
4782;masculino;comercio;variedades;la_salle;2;3;2018-10-24;7000000.0;microempresarial
4784;femenino;comercio;productos_de_belleza;alfonso_lopez;2;5;2017-07-19;7370000.0;microempresarial
4785;femenino;comercio;tienda;la_francia;2;2;2017-05-22;7000000.0;microempresarial
4786;femenino;industria;fabrica_de_repuestos_;las_palmas;3;7;2017-09-20;3000000.0;microempresarial
4788;masculino;servicio;taller_de_electronica;altavista;2;16;2018-03-01;5000000.0;microempresarial
4789;masculino;agropecuaria;floristeria;cabecera_san_cristobal;3;60;2017-03-21;10000000.0;agropecuaria
4790;femenino;comercio;almacen_de_ropa_en_;robledo;2;7;2017-09-22;7300000.0;microempresarial
4791;femenino;industria;fabrica_de_;guayabal;3;15;2017-11-27;4000000.0;microempresarial
4792;femenino;comercio;variedades;campo_valdes_no__1;2;4;2019-01-21;2000000.0;microempresarial
4793;femenino;servicio;peluqueria;la_milagrosa;2;9;2018-11-07;4000000.0;microempresarial
4794;masculino;servicio;peluqueria;doce_de_octubre_no_1;2;6;2017-12-28;7300000.0;microempresarial
4795;femenino;industria;fabrica_de_;robledo;2;7;2016-06-08;6000000.0;microempresarial
4796;masculino;servicio;barberia;barrio_caicedo;2;9;2017-09-22;7377000.0;microempresarial
4797;femenino;comercio;miscelanea;santander;2;6;2016-08-09;6800000.0;microempresarial
4798;femenino;comercio;almacen_de_ropa_en_;antonio_nariño;2;13;2018-06-01;7800000.0;microempresarial
4799;masculino;comercio;restaurante;enciso;2;8;2018-05-25;2000000.0;microempresarial
4801;femenino;industria;fabrica_de_;pedregal;3;6;2018-09-24;5000000.0;microempresarial
4802;femenino;comercio;miscelanea;doce_de_octubre_no_1;2;6;2018-07-25;7000000.0;microempresarial
4803;femenino;comercio;lavanderia;moravia;1;60;2017-10-02;7300000.0;microempresarial
4804;femenino;comercio;tienda;san_javier_no_1;1;13;2016-08-23;6500000.0;microempresarial
4805;femenino;comercio;variedades;belen;3;16;2018-05-02;5000000.0;microempresarial
4806;femenino;servicio;barberia;campo_valdes_no__1;3;4;2018-01-31;7812000.0;microempresarial
4807;femenino;servicio;tienda;centro_admtivo;3;10;2016-09-29;6000000.0;microempresarial
4808;masculino;comercio;tienda;robledo;3;7;2018-07-27;7000000.0;microempresarial
4809;femenino;servicio;cafe_e_internet;santo_domingo_savio_;1;1;2018-02-06;7800000.0;microempresarial
4810;femenino;comercio;variedades;la_milagrosa;3;9;2019-06-26;8200000.0;microempresarial
4811;femenino;comercio;comidas_rapidas;barrio_caicedo;2;9;2016-11-15;6890000.0;microempresarial
4812;femenino;comercio;miscelanea;robledo;2;7;2018-02-14;6000000.0;microempresarial
4814;femenino;comercio;tienda;jardin_botanico;2;4;2017-05-25;7377000.0;microempresarial
4815;femenino;comercio;tienda;antonio_nariño;2;13;2018-11-06;4000000.0;microempresarial
4816;masculino;industria;fabrica_de_;aranjuez;1;4;2017-06-06;2000000.0;microempresarial
4817;masculino;comercio;variedades;carpinelo;1;1;2018-08-14;5000000.0;microempresarial
4818;femenino;comercio;charcuteria;robledo;3;7;2016-10-28;6890000.0;microempresarial
4819;femenino;comercio;bares;san_javier_no_1;3;13;2017-08-24;7370000.0;microempresarial
4820;femenino;servicio;fabrica_de_juegos_;santo_domingo_savio_;1;1;2017-06-20;4500000.0;microempresarial
4821;femenino;comercio;fabrica_de_;castilla;3;5;2018-02-13;2000000.0;microempresarial
4822;femenino;comercio;almacen_de_ropa_en_;juan_xxiii_la_quiebra;2;13;2017-02-07;7300000.0;microempresarial
4823;masculino;comercio;barberia;robledo;2;9;2016-04-26;6890000.0;microempresarial
4824;masculino;comercio;variedades;manrique_central_no__2;2;3;2017-01-06;2000000.0;microempresarial
4825;femenino;comercio;tienda;popular;2;1;2018-04-16;6000000.0;microempresarial
4826;masculino;comercio;almacen_de_ropa_en_;villa_hermosa;3;8;2017-05-09;3000000.0;microempresarial
4827;femenino;servicio;fabrica_de_;robledo;2;7;2017-08-04;5500000.0;microempresarial
4828;femenino;servicio;publicidad_y_;aranjuez;2;4;2017-11-17;7377000.0;microempresarial
4829;masculino;industria;fabrica_de_;guayabal;3;15;2018-08-08;7800000.0;microempresarial
4830;femenino;comercio;variedades;villa_del_socorro;2;2;2018-05-31;7000000.0;microempresarial
4831;masculino;comercio;distribuidora_de_;manrique_central_no__1;2;4;2018-10-11;3000000.0;microempresarial
4832;masculino;comercio;distribuidora_de_;belen;2;16;2017-11-24;7300000.0;microempresarial
4833;femenino;comercio;comidas_rapidas;popular;2;1;2018-07-23;3000000.0;microempresarial
4834;femenino;comercio;variedades;robledo;2;7;2017-02-22;4000000.0;microempresarial
4835;femenino;comercio;almacen_de_ropa_en_;centro_admtivo;3;10;2017-10-31;2000000.0;microempresarial
4836;femenino;industria;fabrica_de_;campo_valdes_no__1;3;4;2018-04-10;6000000.0;microempresarial
4837;masculino;comercio;almacen_de_ropa_en_;centro_admtivo;3;10;2018-04-26;3500000.0;microempresarial
4838;femenino;comercio;almacen_de_ropa_en_;belalcazar;2;5;2018-06-08;3500000.0;microempresarial
4839;masculino;industria;fabrica_de_calzado;la_milagrosa;3;9;2019-01-15;8281000.0;microempresarial
4840;femenino;comercio;distribuidora_de_;campo_valdes_no__1;3;4;2017-09-13;5000000.0;microempresarial
4841;femenino;comercio;comidas_rapidas;manrique_central_no__1;3;4;2018-12-13;7800000.0;microempresarial
4842;femenino;comercio;variedades;san_javier_no_1;1;13;2019-04-05;4000000.0;microempresarial
4843;femenino;comercio;tienda;belencito;2;13;2018-03-13;7800000.0;microempresarial
4844;masculino;comercio;papeleria;trinidad;3;15;2017-12-27;5000000.0;microempresarial
4845;femenino;comercio;variedades;doce_de_octubre_no_1;2;6;2016-07-14;6890000.0;microempresarial
4847;femenino;comercio;comidas_rapidas;robledo;2;7;2018-08-24;3750000.0;microempresarial
4848;femenino;industria;fabrica_de_;robledo;2;7;2017-03-13;3500000.0;microempresarial
4849;masculino;industria;variedades;cabecera_san_cristobal;3;60;2017-10-26;7370000.0;microempresarial
4851;femenino;comercio;variedades;enciso;2;8;2017-05-15;1200000.0;microempresarial
4852;femenino;comercio;papeleria;robledo;2;7;2018-09-04;4500000.0;microempresarial
4853;femenino;comercio;tienda;las_palmas;3;10;2018-02-21;4400000.0;microempresarial
4854;femenino;comercio;tienda;san_javier_no_1;3;13;2018-06-01;4000000.0;microempresarial
4855;femenino;comercio;variedades;santo_domingo_savio_;1;1;2018-12-11;6000000.0;microempresarial
4856;femenino;industria;fabrica_de_;el_socorro;2;13;2018-05-10;6000000.0;microempresarial
4858;femenino;comercio;variedades;la_milagrosa;3;9;2017-08-28;7000000.0;microempresarial
4859;masculino;comercio;publicidad_y_;santa_lucia;3;12;2016-11-08;6800000.0;microempresarial
4860;femenino;comercio;papeleria;aranjuez;1;4;2017-10-19;4000000.0;microempresarial
4861;femenino;industria;fabrica_de_;popular;1;1;2018-04-20;7800000.0;microempresarial
4862;femenino;comercio;almacen_de_ropa_en_;san_javier_no_1;1;13;2017-10-26;7000000.0;microempresarial
4863;femenino;comercio;variedades;manrique_oriental;2;3;2018-01-18;2000000.0;microempresarial
4864;masculino;servicio;comidas_rapidas;playon_de_los_;2;2;2017-11-03;2000000.0;microempresarial
4865;femenino;comercio;variedades;cabecera_san_cristobal;3;5;2017-06-01;7000000.0;microempresarial
4866;masculino;comercio;recreativo_educativo;andalucia;1;2;2017-08-02;2500000.0;microempresarial
4867;femenino;comercio;tienda;13_de_noviembre;1;8;2016-08-11;6890000.0;microempresarial
4868;femenino;comercio;fabrica_de_;trinidad;3;15;2017-09-08;7000000.0;microempresarial
4869;femenino;comercio;variedades;aranjuez;2;4;2019-02-06;7500000.0;microempresarial
4870;femenino;agropecuaria;criadero_de_animales_;playon_de_los_;2;2;2016-12-13;5000000.0;microempresarial
4871;femenino;industria;ferreteria;andalucia;2;2;2018-08-15;7000000.0;microempresarial
4872;femenino;comercio;variedades;robledo;3;7;2016-03-31;6800000.0;microempresarial
4873;masculino;comercio;variedades;santo_domingo_savio_;2;1;2017-07-12;7000000.0;microempresarial
4874;femenino;comercio;fabrica_de_helados;robledo;2;7;2017-03-14;7300000.0;microempresarial
4875;masculino;comercio;legumbreria;robledo;3;7;2017-05-16;1500000.0;microempresarial
4876;masculino;industria;fabrica_de_;andalucia;2;2;2019-01-18;3000000.0;microempresarial
4877;masculino;servicio;mantenimiento_en_;robledo;1;7;2018-03-16;2000000.0;microempresarial
4878;masculino;comercio;mantenimiento_en_;andalucia;2;2;2018-08-06;6000000.0;microempresarial
4879;femenino;comercio;comidas_rapidas;cabecera_san_cristobal;2;60;2018-06-08;1500000.0;microempresarial
4880;masculino;comercio;variedades;robledo;2;7;2018-04-27;7800000.0;microempresarial
4881;femenino;servicio;peluqueria;manrique_central_no__1;2;4;2018-08-10;4000000.0;microempresarial
4882;femenino;servicio;peluqueria;campo_valdes_no__1;3;4;2018-03-14;4000000.0;microempresarial
4883;masculino;industria;fabrica_de_;buenos_aires;3;9;2017-06-05;7370000.0;microempresarial
4884;masculino;servicio;variedades;robledo;2;7;2017-07-21;4000000.0;microempresarial
4885;femenino;comercio;panaderia;san_pablo;2;1;2018-04-24;3000000.0;microempresarial
4886;femenino;comercio;fabrica_de_helados;san_javier_no_1;1;13;2018-02-16;7800000.0;microempresarial
4887;femenino;comercio;almacen_de_ropa_en_;el_salvador;3;9;2018-10-18;4000000.0;microempresarial
4888;femenino;servicio;peluqueria;la_milagrosa;2;9;2017-11-07;4300000.0;microempresarial
4889;masculino;comercio;cafeteria;aranjuez;2;4;2018-02-01;7300000.0;microempresarial
4890;femenino;comercio;tienda;manrique_central_no__2;2;3;2016-06-27;1500000.0;microempresarial
4892;femenino;comercio;variedades;doce_de_octubre_no_1;2;6;2017-01-17;7000000.0;microempresarial
4893;femenino;comercio;comidas_rapidas;campo_valdes_no__1;2;4;2018-02-23;7200000.0;microempresarial
4894;femenino;comercio;tienda;robledo;1;7;2016-04-07;6890000.0;microempresarial
4895;masculino;comercio;deposito_de_;popular;2;1;2018-10-11;7500000.0;microempresarial
4896;masculino;industria;reciclaje;playon_de_los_;2;2;2017-07-19;7000000.0;microempresarial
4897;femenino;industria;fabrica_de_;20_de_julio;1;13;2018-09-14;7000000.0;microempresarial
4898;femenino;industria;fabrica_de_;san_javier_no_1;3;13;2018-06-05;7800000.0;microempresarial
4899;femenino;comercio;cafeteria;aranjuez;2;4;2017-03-07;7300000.0;microempresarial
4900;femenino;servicio;peluqueria;villa_guadalupe;2;1;2018-07-25;2000000.0;microempresarial
4901;masculino;comercio;comidas_rapidas;manrique_central_no__2;3;3;2019-05-22;1150000.0;microempresarial
4902;femenino;servicio;comidas_rapidas;robledo;3;7;2016-04-07;4000000.0;microempresarial
4903;femenino;comercio;tienda;popular;2;1;2018-09-14;6000000.0;microempresarial
4904;femenino;industria;fabrica_de_;trinidad;3;15;2018-02-06;7800000.0;microempresarial
4905;femenino;industria;fabrica_de_;antonio_nariño;2;13;2017-06-05;2000000.0;microempresarial
4906;femenino;comercio;almacen_de_ropa_en_;castilla;2;5;2018-10-18;7800000.0;microempresarial
4907;masculino;comercio;tienda;buenos_aires;3;9;2017-06-22;7377000.0;microempresarial
4908;femenino;comercio;fabrica_de_alimentos;calasanz;2;12;2019-04-23;2000000.0;microempresarial
4909;masculino;agropecuaria;jardineria;cabecera_san_antonio_;2;80;2017-04-24;4500000.0;microempresarial
4910;masculino;servicio;restaurante;girardot;3;5;2017-02-06;3500000.0;microempresarial
4911;femenino;comercio;comidas_rapidas;popular;2;1;2017-10-24;6000000.0;microempresarial
4912;masculino;comercio;almacen_de_ropa_en_;cabecera_san_cristobal;2;60;2017-12-12;2000000.0;microempresarial
4913;masculino;comercio;joyeria;antonio_nariño;1;13;2017-08-29;7370000.0;microempresarial
4914;masculino;comercio;fabrica_de_helados;san_javier_no_1;2;13;2017-07-28;6000000.0;microempresarial
4915;femenino;industria;fabrica_de_;doce_de_octubre_no_1;2;6;2017-07-13;3000000.0;microempresarial
4916;femenino;industria;fabrica_de_;santa_cruz;2;2;2017-11-02;5000000.0;microempresarial
4917;femenino;servicio;barberia;manrique_oriental;3;8;2019-02-28;4500000.0;microempresarial
4918;masculino;agropecuaria;criadero_de_animales_;palmitas;2;50;2018-12-11;17000000.0;microempresarial
4920;femenino;industria;fabrica_de_;el_salvador;3;9;2018-07-13;6000000.0;microempresarial
4922;masculino;servicio;comidas_rapidas;villa_hermosa;3;8;2016-05-04;4800000.0;microempresarial
4923;femenino;industria;fabrica_de_;manrique_central_no__1;2;4;2017-08-25;700000.0;microempresarial
4924;femenino;comercio;variedades;cabecera_san_cristobal;1;60;2018-03-07;4500000.0;microempresarial
4925;masculino;comercio;variedades;manrique_central_no__2;1;3;2018-02-22;2000000.0;microempresarial
4927;masculino;comercio;variedades;cabecera_san_antonio_;2;80;2018-02-20;5000000.0;microempresarial
4928;masculino;comercio;variedades;la_milagrosa;2;9;2016-12-13;68900000.0;microempresarial
4929;masculino;industria;carpinteria;popular;2;1;2017-02-13;7000000.0;microempresarial
4930;femenino;comercio;comidas_rapidas;doce_de_octubre_no_1;2;6;2018-11-01;780000.0;microempresarial
4931;femenino;comercio;almacen_de_ropa_en_;el_rodeo;3;15;2018-05-04;5200000.0;microempresarial
4932;femenino;comercio;almacen_de_ropa_en_;moravia;2;4;2018-05-31;1200000.0;microempresarial
4934;femenino;industria;fabrica_de_;san_pablo;2;1;2018-11-16;4000000.0;microempresarial
4935;femenino;servicio;peluqueria;enciso;2;8;2018-11-20;3500000.0;microempresarial
4936;femenino;comercio;ferreteria;manrique_oriental;2;3;2018-07-27;7800000.0;microempresarial
4938;masculino;servicio;recreativo_educativo;boyaca;3;5;2016-12-22;6000000.0;microempresarial
4939;masculino;comercio;variedades;santa_cruz;2;2;2018-09-24;7800000.0;microempresarial
4940;femenino;comercio;restaurante;robledo;1;7;2018-06-07;7800000.0;microempresarial
