;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
2496;masculino;servicio;fotografia;moravia;1;4;2018-02-08;7300000.0;microempresarial
2497;femenino;comercio;panaderia;cabecera_san_antonio_;2;80;2018-03-02;7800000.0;microempresarial
2498;masculino;comercio;comidas_rapidas;aranjuez;3;4;2018-04-26;4000000.0;microempresarial
2499;masculino;industria;ebanistaria;belen;2;16;2017-07-24;1500000.0;microempresarial
2500;femenino;servicio;peluqueria;campo_valdes_no__1;3;4;2018-04-25;6000000.0;microempresarial
2502;femenino;comercio;tienda;cabecera_san_antonio_;2;80;2018-10-03;5000000.0;microempresarial
2503;masculino;comercio;charcuteria;centro_admtivo;3;10;2017-05-25;4400000.0;microempresarial
2504;femenino;industria;panaderia;trinidad;2;15;2016-10-24;2500000.0;microempresarial
2505;masculino;servicio;mantenimiento_en_;buenos_aires;3;9;2017-03-16;7000000.0;microempresarial
2506;femenino;industria;fabrica_de_;el_chagualo;3;10;2018-02-28;1000000.0;microempresarial
2507;femenino;comercio;tienda;cabecera_san_cristobal;1;60;2018-08-03;7800000.0;microempresarial
2508;femenino;comercio;comidas_rapidas;villa_del_socorro;1;2;2018-05-23;3000000.0;microempresarial
2509;femenino;industria;fabrica_de_calzado;moravia;2;4;2017-12-07;7300000.0;microempresarial
2510;femenino;industria;fabrica_de_;manrique_central_no__2;3;3;2016-12-07;5000000.0;microempresarial
2511;femenino;industria;fabrica_de_;santander;2;6;2018-06-27;3500000.0;microempresarial
2512;masculino;comercio;variedades;moravia;2;4;2018-04-25;7800000.0;microempresarial
2513;femenino;comercio;miscelanea;olaya_herrera;1;7;2017-12-05;1000000.0;microempresarial
2514;femenino;comercio;papeleria;palenque;2;7;2016-09-22;5000000.0;microempresarial
2515;femenino;comercio;tienda;santa_cruz;2;2;2017-09-25;7370000.0;microempresarial
2516;femenino;comercio;papeleria;la_loma;2;60;2017-09-26;7370000.0;microempresarial
2517;femenino;comercio;tienda;san_german;3;7;2018-03-09;7800000.0;microempresarial
2518;femenino;comercio;cafeteria;san_javier_no_1;1;13;2016-12-14;6160000.0;microempresarial
2519;femenino;comercio;variedades;robledo;2;7;2018-11-19;5000000.0;microempresarial
2520;femenino;comercio;variedades;moravia;2;4;2018-02-21;5000000.0;microempresarial
2521;femenino;comercio;variedades;boston;3;10;2016-04-08;6890000.0;microempresarial
2522;femenino;servicio;peluqueria;alfonso_lopez;3;5;2019-01-15;5500000.0;microempresarial
2523;femenino;comercio;fabrica_de_helados;manrique_oriental;1;3;2016-09-26;3000000.0;microempresarial
2524;femenino;comercio;bares;buenos_aires;3;9;2016-10-12;4000000.0;microempresarial
2525;femenino;comercio;tienda;robledo;2;7;2017-06-13;4000000.0;microempresarial
2526;femenino;comercio;variedades;villatina;2;8;2018-07-05;3000000.0;microempresarial
2527;masculino;comercio;variedades;robledo;3;7;2017-07-13;3000000.0;microempresarial
2528;masculino;comercio;cafeteria;castilla;3;5;2018-10-24;990000.0;microempresarial
2529;femenino;servicio;peluqueria;santo_domingo_savio_;1;1;2018-05-10;4500000.0;microempresarial
2530;femenino;comercio;comidas_rapidas;andalucia;2;2;2018-02-20;5000000.0;microempresarial
2531;femenino;comercio;tienda;moravia;2;4;2016-04-07;6000000.0;microempresarial
2532;masculino;comercio;legumbreria;enciso;2;8;2017-07-12;2500000.0;microempresarial
2533;femenino;comercio;tienda;cabecera_san_antonio_;2;80;2018-05-07;6000000.0;microempresarial
2534;femenino;comercio;tienda;trinidad;3;15;2017-02-13;7370000.0;microempresarial
2535;femenino;comercio;comidas_rapidas;robledo;2;7;2018-10-25;3000000.0;microempresarial
2536;femenino;comercio;tienda;san_javier_no_1;1;13;2017-03-31;7000000.0;microempresarial
2537;femenino;comercio;comidas_rapidas;granizal;1;1;2018-06-07;7000000.0;microempresarial
2538;masculino;industria;fabrica_de_;lopez_de_mesa;3;7;2017-04-05;6000000.0;microempresarial
2539;femenino;servicio;peluqueria;santa_cruz;2;2;2018-07-25;6000000.0;microempresarial
2540;masculino;servicio;lavadero_de_;campo_valdes_no__1;2;4;2016-11-16;6000000.0;microempresarial
2541;masculino;servicio;recreativo_educativo;robledo;2;7;2018-03-06;2300000.0;microempresarial
2542;femenino;comercio;variedades;popular;2;1;2017-06-06;7370000.0;microempresarial
2543;femenino;servicio;tienda;buenos_aires;1;9;2017-05-23;7377000.0;microempresarial
2544;femenino;comercio;variedades;el_salvador;1;9;2017-09-08;7200000.0;microempresarial
2545;femenino;comercio;variedades;andalucia;2;2;2017-11-07;5000000.0;microempresarial
2546;femenino;comercio;joyeria;campo_valdes_no__1;3;4;2017-01-20;7377000.0;microempresarial
2547;masculino;comercio;variedades;robledo;1;7;2016-04-22;4000000.0;microempresarial
2548;femenino;comercio;tienda;manrique_central_no__1;1;4;2018-11-16;3000000.0;microempresarial
2549;masculino;comercio;charcuteria;moravia;2;4;2018-06-18;1000000.0;microempresarial
2550;masculino;comercio;tienda;manrique_oriental;2;3;2019-06-06;4000000.0;credioportuno
2551;femenino;servicio;peluqueria;blanquizal;2;13;2019-02-07;6000000.0;microempresarial
2552;femenino;servicio;tienda;cabecera_san_cristobal;2;60;2018-01-15;7000000.0;microempresarial
2553;femenino;comercio;tienda;robledo;1;7;2018-01-30;4000000.0;microempresarial
2554;femenino;comercio;fabrica_de_alimentos;aranjuez;3;4;2017-10-12;5000000.0;microempresarial
2555;femenino;comercio;tienda;castilla;2;5;2018-04-16;7000000.0;microempresarial
2556;femenino;comercio;comidas_rapidas;santa_ines;2;3;2018-03-22;2000000.0;microempresarial
2557;masculino;comercio;variedades;aranjuez;2;4;2018-04-19;3000000.0;microempresarial
2558;femenino;comercio;variedades;belen;3;16;2018-03-13;7800000.0;microempresarial
2559;masculino;comercio;almacen_de_ropa_en_;popular;1;1;2017-09-18;7000000.0;microempresarial
2560;femenino;industria;fabrica_de_;enciso;1;8;2019-05-10;8281160.0;microempresarial
2561;femenino;comercio;variedades;toscana;3;5;2018-09-27;2000000.0;microempresarial
2562;masculino;industria;fabrica_de_ceramica;belen;3;16;2016-09-20;6890000.0;microempresarial
2563;femenino;industria;fabrica_de_;el_salvador;2;9;2017-03-28;7300000.0;microempresarial
2564;femenino;servicio;peluqueria;playon_de_los_;1;2;2019-06-27;8281000.0;microempresarial
2565;masculino;comercio;variedades;la_milagrosa;1;9;2017-09-07;8000000.0;microempresarial
2566;femenino;comercio;variedades;picacho;1;6;2017-04-21;7000000.0;microempresarial
2567;femenino;comercio;restaurante;moravia;1;4;2018-07-12;5000000.0;microempresarial
2568;femenino;comercio;sembrados;cabecera_san_cristobal;2;60;2018-01-31;5500000.0;microempresarial
2569;masculino;comercio;ferreteria;castilla;3;5;2016-10-20;3500000.0;microempresarial
2570;femenino;servicio;comidas_rapidas;santa_cruz;1;2;2016-03-08;5000000.0;microempresarial
2571;femenino;comercio;comidas_rapidas;santa_ines;2;3;2018-07-18;4000000.0;microempresarial
2572;femenino;industria;fabrica_de_;campo_valdes_no__1;3;2;2019-04-01;6000000.0;microempresarial
2573;femenino;comercio;venta_de_repuestos;moravia;1;4;2016-08-03;6700000.0;microempresarial
2574;masculino;servicio;mantenimiento_en_;castilla;3;5;2018-05-23;2900000.0;microempresarial
2575;masculino;comercio;legumbreria;la_cruz;1;3;2016-12-05;5000000.0;microempresarial
2576;femenino;servicio;cafe_e_internet;pedregal;2;6;2016-07-05;2000000.0;microempresarial
2577;femenino;comercio;variedades;barrio_caicedo;1;9;2017-10-24;3000000.0;microempresarial
2578;masculino;servicio;mantenimiento_en_;belencito;2;13;2016-01-26;6890000.0;microempresarial
2579;masculino;comercio;variedades;doce_de_octubre_no_1;2;6;2017-04-17;1000000.0;microempresarial
2580;femenino;servicio;barberia;manrique_oriental;1;3;2018-05-31;3000000.0;microempresarial
2581;femenino;comercio;restaurante;cabecera_san_antonio_;1;80;2018-10-11;7000000.0;microempresarial
2582;femenino;industria;panaderia;aranjuez;2;4;2018-06-21;1500000.0;microempresarial
2583;masculino;industria;carpinteria;las_granjas;2;3;2018-08-27;5000000.0;microempresarial
2584;femenino;comercio;comidas_rapidas;castilla;3;5;2018-05-08;7800000.0;microempresarial
2585;masculino;comercio;comidas_rapidas;moravia;2;4;2016-06-30;6890000.0;microempresarial
2586;femenino;comercio;almacen_de_ropa_en_;cabecera_san_cristobal;2;60;2017-07-06;5000000.0;microempresarial
2587;femenino;industria;fabrica_de_;robledo;2;7;2017-02-07;7000000.0;microempresarial
2588;masculino;comercio;cafe_e_internet;cordoba;3;7;2017-04-24;2000000.0;microempresarial
2589;femenino;industria;fabrica_de_;enciso;2;8;2017-04-18;4000000.0;microempresarial
2590;masculino;comercio;comidas_rapidas;enciso;2;8;2018-10-03;4800000.0;microempresarial
2591;masculino;industria;fabrica_de_;aranjuez;3;4;2018-04-24;4000000.0;microempresarial
2592;femenino;comercio;tienda;cabecera_san_cristobal;3;60;2018-12-04;1500000.0;microempresarial
2593;masculino;servicio;variedades;aranjuez;3;4;2017-12-22;4400000.0;microempresarial
2594;femenino;servicio;mantenimiento_en_;toscana;3;5;2018-07-05;2000000.0;microempresarial
2595;femenino;comercio;almacen_de_ropa_en_;cabecera_san_cristobal;2;60;2018-06-05;1600000.0;microempresarial
2596;masculino;industria;variedades;cristo_rey;3;15;2016-11-19;6890000.0;microempresarial
2597;femenino;comercio;variedades;loreto;2;9;2018-02-26;7300000.0;microempresarial
2598;femenino;servicio;peluqueria;manrique_central_no__1;3;4;2018-11-14;4000000.0;microempresarial
2599;masculino;comercio;reciclaje;cabecera_san_antonio_;2;80;2018-05-02;251102.0;microempresarial
2600;masculino;servicio;variedades;enciso;1;8;2017-08-23;1000000.0;microempresarial
2602;femenino;servicio;variedades;centro_admtivo;3;10;2018-01-25;5000000.0;microempresarial
2603;masculino;comercio;comidas_rapidas;robledo;2;7;2018-02-08;5000000.0;microempresarial
2604;femenino;comercio;tienda;belalcazar;2;5;2016-10-21;4000000.0;microempresarial
2605;femenino;servicio;peluqueria;santa_cruz;1;2;2018-07-16;4500000.0;microempresarial
2606;femenino;comercio;cafeteria;la_america;3;12;2018-03-20;5000000.0;microempresarial
2607;masculino;comercio;miscelanea;campo_valdes_no__1;3;4;2017-08-08;3000000.0;microempresarial
2608;femenino;industria;fabrica_de_;carpinelo;1;1;2018-12-04;7000000.0;microempresarial
2609;masculino;servicio;variedades;buenos_aires;1;9;2018-03-08;5000000.0;microempresarial
2610;femenino;comercio;fabrica_de_;robledo;2;7;2018-10-25;2000000.0;microempresarial
2611;masculino;comercio;legumbreria;cabecera_san_cristobal;3;60;2018-02-27;5000000.0;microempresarial
2612;masculino;industria;fabrica_de_;buenos_aires;1;9;2017-10-02;7370000.0;microempresarial
2613;masculino;servicio;variedades;villa_hermosa;3;8;2017-07-06;7370000.0;microempresarial
2614;femenino;comercio;variedades;cabecera_san_cristobal;2;60;2018-09-24;4000000.0;microempresarial
2615;femenino;servicio;comidas_rapidas;el_corazon;2;13;2017-12-20;7000000.0;microempresarial
2616;masculino;comercio;restaurante;el_salvador;3;9;2018-02-27;7000000.0;microempresarial
2617;femenino;servicio;peluqueria;belen;3;16;2018-07-31;7800000.0;microempresarial
2618;femenino;comercio;variedades;robledo;2;7;2018-06-27;6000000.0;microempresarial
2619;masculino;comercio;variedades;castilla;2;5;2018-02-07;7000000.0;microempresarial
2620;masculino;comercio;variedades;san_javier_no_1;2;13;2018-06-05;7800000.0;microempresarial
2621;femenino;comercio;comidas_rapidas;cabecera_san_cristobal;2;60;2017-09-26;4000000.0;microempresarial
2622;masculino;comercio;comidas_rapidas;san_pedro;2;4;2017-06-13;7300000.0;microempresarial
2623;femenino;comercio;comidas_rapidas;robledo;1;7;2017-01-30;5000000.0;microempresarial
2624;femenino;servicio;organización_y_;manrique_central_no__1;1;4;2017-11-15;7377000.0;microempresarial
2625;masculino;comercio;variedades;robledo;2;7;2018-02-09;700000.0;microempresarial
2626;femenino;industria;fabrica_de_;belencito;2;13;2018-08-10;4000000.0;microempresarial
2627;femenino;industria;fabrica_de_calzado;enciso;3;8;2017-09-19;6000000.0;microempresarial
2628;femenino;comercio;tienda;villa_hermosa;3;8;2017-11-20;2000000.0;microempresarial
2629;femenino;comercio;tienda;santa_cruz;1;2;2017-11-10;7370000.0;microempresarial
2630;femenino;comercio;variedades;cabecera_san_antonio_;2;80;2017-10-20;3000000.0;microempresarial
2631;masculino;comercio;variedades;buenos_aires;2;9;2018-01-16;7800000.0;microempresarial
2632;femenino;comercio;almacen_de_ropa_en_;robledo;2;7;2018-07-25;3000000.0;microempresarial
2633;masculino;comercio;cafeteria;san_benito;3;10;2018-07-17;7800000.0;microempresarial
2634;masculino;agropecuaria;sembrados;cabecera_san_cristobal;2;60;2018-09-14;7800000.0;microempresarial
2635;femenino;industria;fabrica_de_;buenos_aires;3;9;2017-09-11;4400000.0;microempresarial
2636;femenino;comercio;tienda;enciso;2;8;2018-05-17;7800000.0;microempresarial
2637;femenino;comercio;tienda;la_ladera;2;8;2018-05-31;5000000.0;microempresarial
2638;femenino;servicio;tienda;pablo_vi;2;2;2017-04-26;7370000.0;microempresarial
2639;masculino;comercio;variedades;san_javier_no_1;1;13;2017-07-14;3000000.0;microempresarial
2640;masculino;servicio;mantenimiento_en_;el_salvador;2;9;2019-04-08;1500000.0;microempresarial
2641;femenino;comercio;almacen_de_ropa_en_;villatina;1;8;2017-07-17;3000000.0;microempresarial
2642;femenino;industria;fabrica_de_;castilla;2;5;2018-06-18;7800000.0;microempresarial
2643;femenino;comercio;venta_de_calzado;popular;2;1;2017-02-24;6894000.0;microempresarial
2644;femenino;comercio;fabrica_de_muebles;alfonso_lopez;2;5;2018-05-08;2350000.0;microempresarial
2645;masculino;servicio;publicidad_y_;robledo;3;7;2016-04-04;28000000.0;empresarial_ed__
2646;masculino;industria;fabrica_de_;san_javier_no_1;2;13;2018-10-30;7500000.0;microempresarial
2648;masculino;servicio;mantenimiento_en_;santa_cruz;2;2;2018-04-10;7800000.0;microempresarial
2649;masculino;comercio;variedades;prado;3;10;2016-03-15;4000000.0;microempresarial
2650;femenino;comercio;variedades;doce_de_octubre_no_1;2;6;2018-07-12;5000000.0;microempresarial
2651;femenino;industria;fabrica_de_;popular;2;1;2016-06-03;5000000.0;microempresarial
2652;femenino;comercio;venta_de_calzado;buenos_aires;3;9;2016-12-13;4000000.0;microempresarial
2653;femenino;industria;fabrica_de_;las_palmas;2;10;2016-11-22;3000000.0;microempresarial
2654;femenino;comercio;comidas_rapidas;20_de_julio;1;13;2018-01-24;4000000.0;microempresarial
2655;masculino;comercio;distribuidora_de_;robledo;3;7;2018-07-11;6000000.0;microempresarial
2656;femenino;industria;fabrica_de_;popular;2;1;2018-07-06;5000000.0;microempresarial
2657;femenino;comercio;variedades;manrique_central_no__2;2;3;2016-11-24;6900000.0;microempresarial
2658;femenino;comercio;tienda;enciso;3;8;2018-04-04;7800000.0;microempresarial
2659;femenino;comercio;variedades;barrio_caicedo;2;9;2018-03-08;15000000.0;microempresarial
2660;femenino;industria;fabrica_de_;manrique_central_no__1;3;4;2017-12-05;7377000.0;microempresarial
2661;femenino;comercio;variedades;pablo_vi;2;2;2018-06-21;4000000.0;microempresarial
2662;femenino;comercio;joyeria;popular;2;1;2019-04-30;4000000.0;microempresarial
2663;femenino;comercio;variedades;bel¿n;1;16;2016-02-19;2000000.0;microempresarial
2664;femenino;industria;fabrica_de_productos_;las_palmas;2;10;2016-04-22;6890000.0;microempresarial
2665;femenino;comercio;fabrica_de_;belen;3;16;2018-04-03;7000000.0;microempresarial
2666;femenino;servicio;peluqueria;pedregal;3;6;2017-02-17;4000000.0;microempresarial
2667;femenino;industria;fabrica_de_;aranjuez;1;4;2018-03-02;7800000.0;microempresarial
2668;masculino;servicio;variedades;robledo;2;7;2018-08-27;7000000.0;microempresarial
2669;masculino;comercio;variedades;manrique_oriental;2;3;2017-08-01;3000000.0;microempresarial
2670;masculino;industria;fabrica_de_productos_;tejelo;3;5;2017-06-14;7300000.0;microempresarial
2671;femenino;comercio;comidas_rapidas;cabecera_san_antonio_;1;80;2016-10-26;6894000.0;microempresarial
2672;masculino;servicio;taller_de_mecanica;las_violetas;2;16;2018-03-23;7800000.0;microempresarial
2673;masculino;industria;taller_de_electronica;robledo;3;7;2017-01-24;5000000.0;microempresarial
2674;femenino;comercio;variedades;villatina;2;8;2016-09-06;5000000.0;microempresarial
2675;femenino;industria;fabrica_de_;belen;3;16;2016-08-23;6900000.0;microempresarial
2676;femenino;comercio;variedades;belen;3;16;2018-11-15;4000000.0;microempresarial
2677;femenino;comercio;variedades;buenos_aires;3;9;2017-02-09;7370000.0;microempresarial
2678;femenino;comercio;taller_de_mecanica;campo_valdes_no__1;3;4;2017-11-09;7300000.0;microempresarial
2679;masculino;servicio;mantenimiento_en_;santa_cruz;2;2;2018-04-09;7000000.0;microempresarial
2680;femenino;industria;fabrica_de_;manrique_central_no__2;3;3;2017-05-03;7370000.0;microempresarial
2681;masculino;industria;panaderia;las_independencias;1;13;2016-12-19;1000000.0;microempresarial
2683;masculino;servicio;comidas_rapidas;san_javier_no_1;2;13;2018-11-08;7800000.0;microempresarial
2684;femenino;servicio;taller_de_mecanica;aranjuez;2;4;2017-03-10;7300000.0;microempresarial
2685;masculino;comercio;variedades;la_florida;2;14;2018-04-24;3345000.0;microempresarial
2686;masculino;servicio;taller_de_electronica;pedregal;2;6;2017-11-01;7370000.0;microempresarial
2687;femenino;comercio;distribuidora_de_;enciso;3;8;2016-08-10;6000000.0;microempresarial
2688;masculino;comercio;fabrica_de_;san_javier_no_1;2;13;2018-05-08;6500000.0;microempresarial
2689;masculino;comercio;publicidad_y_;enciso;2;8;2019-04-03;4500000.0;microempresarial
2690;femenino;comercio;tienda;lopez_de_mesa;3;7;2018-05-11;7800000.0;microempresarial
2691;femenino;servicio;restaurante;barrio_caicedo;1;9;2016-02-20;6890000.0;microempresarial
2692;masculino;comercio;charcuteria;girardot;3;5;2017-02-09;7377000.0;microempresarial
2693;masculino;comercio;tienda;villa_hermosa;2;8;2018-06-07;6000000.0;microempresarial
2694;masculino;servicio;gimnasio;enciso;2;8;2018-10-11;7800000.0;microempresarial
2695;femenino;servicio;comidas_rapidas;villa_hermosa;3;60;2016-09-28;5000000.0;microempresarial
2696;masculino;comercio;comidas_rapidas;prado;3;10;2017-10-10;4426000.0;microempresarial
2697;femenino;servicio;tienda;cabecera_san_antonio_;3;80;2018-11-26;6662000.0;microempresarial
2698;masculino;servicio;variedades;el_salvador;3;9;2018-07-17;19000000.0;empresarial_ed__
2699;femenino;comercio;tienda;nuevos_conquistadores;1;13;2017-06-28;7000000.0;microempresarial
